time_s,latitude,longitude,altitude_m,pitch_deg,speed,torque
1746528448.954756,0.0,0.0,0.0,-0.31483023749529054,0.0,0.4
1746528449.1943145,0.0,0.0,0.0,-0.3160152902719327,0.0,0.4
1746528449.465443,0.0,0.0,0.0,-0.31863235942307866,0.0,0.4
1746528449.7060025,0.0,0.0,0.0,-0.3208807659825578,0.0,0.4
1746528449.95598,0.0,0.0,0.0,-0.3229400824980158,0.0,0.4
1746528450.1980436,0.0,0.0,0.0,-0.3251849274903925,0.0,0.4
1746528450.4641495,0.0,0.0,0.0,-0.3269686245445853,0.0,0.4
1746528450.7060626,0.0,0.0,0.0,-0.3286673169167748,0.0,0.4
1746528450.9551072,0.0,0.0,0.0,-0.3295993841657979,0.0,0.4
1746528451.192481,0.0,0.0,0.0,-0.33150579656691415,0.0,0.4
1746528451.4652002,0.0,0.0,0.0,-0.33339925169959117,0.0,0.4
1746528451.7061684,0.0,0.0,0.0,-0.33484587709449587,0.0,0.4
1746528451.9551558,0.0,0.0,0.0,-0.3369654086525056,0.0,0.4
1746528452.1955647,0.0,0.0,0.0,-0.33897187400006223,0.0,0.4
1746528452.4630935,0.0,0.0,0.0,-0.34142852900513854,0.0,0.4
1746528452.7055767,0.0,0.0,0.0,-0.34373516414079575,0.0,0.4
1746528452.9562902,0.0,0.0,0.0,-0.34571034923736643,0.0,0.4
1746528453.1936412,0.0,0.0,0.0,-0.34706695656147424,0.0,0.4
1746528453.4653337,0.0,0.0,0.0,-0.34996891658366935,0.0,0.4
1746528453.7054572,0.0,0.0,0.0,-0.3517254559526123,0.0,0.4
1746528453.9540608,0.0,0.0,0.0,-0.35460034396825557,0.0,0.4
1746528454.1924942,0.0,0.0,0.0,-0.3578698269836985,0.0,0.4
1746528454.4661477,0.0,0.0,0.0,-0.3609386289785369,0.0,0.4
1746528454.7063985,0.0,0.0,0.0,-0.3620343431077253,0.0,0.4
1746528454.9566705,0.0,0.0,0.0,-0.3616477609929594,0.0,0.4
1746528455.1932108,0.0,0.0,0.0,-0.3616518828973336,0.0,0.4
1746528455.46647,0.0,0.0,0.0,-0.3613065182973709,0.0,0.4
1746528455.7051747,0.0,0.0,0.0,-0.3610557895347993,0.0,0.4
1746528455.9583967,0.0,0.0,0.0,-0.3608646491930382,0.0,0.4
1746528456.1952133,0.0,0.0,0.0,-0.36341763204482647,0.0,0.4
1746528456.463655,0.0,0.0,0.0,-0.3643684307003717,0.0,0.4
1746528456.7040637,0.0,0.0,0.0,-0.36487555360020774,0.0,0.4
1746528456.9534454,0.0,0.0,0.0,-0.3644039274415606,0.0,0.4
1746528457.194694,0.0,0.0,0.0,-0.36483224479369125,0.0,0.4
1746528457.466645,0.0,0.0,0.0,-0.3622627823124253,0.0,0.4
1746528457.7058158,0.0,0.0,0.0,-0.36101377512457045,0.0,0.4
1746528457.9575114,0.0,0.0,0.0,-0.35993343160089136,0.0,0.4
1746528458.1968985,0.0,0.0,0.0,-0.3581172039412756,0.0,0.4
1746528458.4626868,0.0,0.0,0.0,-0.35710708714979755,0.0,0.4
1746528458.7039204,0.0,0.0,0.0,-0.3576655410164496,0.0,0.4
1746528458.9537814,0.0,0.0,0.0,-0.35751091641442334,0.0,0.4
1746528459.1937275,0.0,0.0,0.0,-0.358594097504884,0.0,0.4
1746528459.4653444,0.0,0.0,0.0,-0.3576168306452137,0.0,0.4
1746528459.7048028,0.0,0.0,0.0,-0.35286455267212236,0.0,0.4
1746528459.952797,0.0,0.0,0.0,-0.3471447788942349,0.0,0.4
1746528460.1930747,0.0,0.0,0.0,-0.3447279515459565,0.0,0.4
1746528460.466528,0.0,0.0,0.0,-0.34205956451229264,0.0,0.4
1746528460.7035437,0.0,0.0,0.0,-0.34261087971838383,0.0,0.4
1746528460.9565136,0.0,0.0,0.0,-0.3454973294808294,0.0,0.4
1746528461.1965775,0.0,0.0,0.0,-0.3497609427753,0.0,0.4
1746528461.4633448,0.0,0.0,0.0,-0.35038081404294835,0.0,0.4
1746528461.7047899,0.0,0.0,0.0,-0.3506054111094185,0.0,0.4
1746528461.9557416,0.0,0.0,0.0,-0.3504694017502106,0.0,0.4
1746528462.193124,0.0,0.0,0.0,-0.35069110373755735,0.0,0.4
1746528462.4648147,0.0,0.0,0.0,-0.3500670108543058,0.0,0.4
1746528462.705686,0.0,0.0,0.0,-0.3494122983396236,0.0,0.4
1746528462.9557233,0.0,0.0,0.0,-0.3481143273072301,0.0,0.4
1746528463.1955419,0.0,0.0,0.0,-0.3478163355129617,0.0,0.4
1746528463.464113,0.0,0.0,0.0,-0.34669963499171885,0.0,0.4
1746528463.706596,0.0,0.0,0.0,-0.34628956296987956,0.0,0.4
1746528463.955092,0.0,0.0,0.0,-0.34545046365678544,0.0,0.4
1746528464.1938214,0.0,0.0,0.0,-0.3458140443974608,0.0,0.4
1746528464.4656384,0.0,0.0,0.0,-0.34554597658431374,0.0,0.4
1746528464.7055495,0.0,0.0,0.0,-0.3459658886602146,0.0,0.4
1746528464.9548893,0.0,0.0,0.0,-0.3458717855190727,0.0,0.4
1746528465.1925359,0.0,0.0,0.0,-0.34668991494880963,0.0,0.4
1746528465.46525,0.0,0.0,0.0,-0.3472852775865086,0.0,0.4
1746528465.7054818,0.0,0.0,0.0,-0.34837538641261917,0.0,0.4
1746528465.9555547,0.0,0.0,0.0,-0.3479334470790182,0.0,0.4
1746528466.1932707,0.0,0.0,0.0,-0.3473679005154972,0.0,0.4
1746528466.4653082,0.0,0.0,0.0,-0.345745292076772,0.0,0.4
1746528466.7046971,0.0,0.0,0.0,-0.3441683258548235,0.0,0.4
1746528466.953761,0.0,0.0,0.0,-0.3432942106326956,0.0,0.4
1746528467.1909337,0.0,0.0,0.0,-0.34495648920632194,0.0,0.4
1746528467.4619923,0.0,0.0,0.0,-0.34705883297247675,0.0,0.4
1746528467.7041402,0.0,0.0,0.0,-0.3507281475748053,0.0,0.4
1746528467.9533622,0.0,0.0,0.0,-0.3541540417877499,0.0,0.4
1746528468.1948822,0.0,0.0,0.0,-0.35740955600473256,0.0,0.4
1746528468.4627476,0.0,0.0,0.0,-0.3593004379770112,0.0,0.4
1746528468.7054749,0.0,0.0,0.0,-0.36144340766710414,0.0,0.4
1746528468.9525232,0.0,0.0,0.0,-0.36383005356146175,0.0,0.4
1746528469.193692,0.0,0.0,0.0,-0.36591718347097635,0.0,0.4
1746528469.4653444,0.0,0.0,0.0,-0.36621819015043056,0.0,0.4
1746528469.7043092,0.0,0.0,0.0,-0.36843946842120634,0.0,0.4
1746528469.9556901,0.0,0.0,0.0,-0.3714709799107613,0.0,0.4
1746528470.1934257,0.0,0.0,0.0,-0.3729423603186705,0.0,0.4
1746528470.4662938,0.0,0.0,0.0,-0.37687733289512626,0.0,0.4
1746528470.7039576,0.0,0.0,0.0,-0.3837457386407304,0.0,0.4
1746528470.9584477,0.0,0.0,0.0,-0.38781772556919974,0.0,0.4
1746528471.1912024,0.0,0.0,0.0,-0.39182076351440676,0.0,0.4
1746528471.4605696,0.0,0.0,0.0,-0.3951744482336088,0.0,0.4
1746528471.7024002,0.0,0.0,0.0,-0.39592198316687643,0.0,0.4
1746528471.9560428,0.0,0.0,0.0,-0.39460143164121114,0.0,0.4
1746528472.1919012,0.0,0.0,0.0,-0.394104170076037,0.0,0.4
1746528472.4631772,0.0,0.0,0.0,-0.3923829868317926,0.0,0.4
1746528472.7047663,0.0,0.0,0.0,-0.39134685782286666,0.0,0.4
1746528472.9545808,0.0,0.0,0.0,-0.3897544997109384,0.0,0.4
1746528473.195076,0.0,0.0,0.0,-0.3882440787709955,0.0,0.4
1746528473.465158,0.0,0.0,0.0,-0.38706423446759297,0.0,0.4
1746528473.7044199,0.0,0.0,0.0,-0.3845818815438108,0.0,0.4
1746528473.9539013,0.0,0.0,0.0,-0.38182660040411415,0.0,0.4
1746528474.1942437,0.0,0.0,0.0,-0.3799625620124029,0.0,0.4
1746528474.4655073,0.0,0.0,0.0,-0.3781485840300703,0.0,0.4
1746528474.704252,0.0,0.0,0.0,-0.37536362034964904,0.0,0.4
1746528474.9564345,0.0,0.0,0.0,-0.37334283402664925,0.0,0.4
1746528475.193803,0.0,0.0,0.0,-0.37170312471410966,0.0,0.4
1746528475.4643917,0.0,0.0,0.0,-0.3696367192281029,0.0,0.4
1746528475.7059815,0.0,0.0,0.0,-0.36719484018812193,0.0,0.4
1746528475.9550016,0.0,0.0,0.0,-0.3653628258026235,0.0,0.4
1746528476.1933384,0.0,0.0,0.0,-0.36337957833981965,0.0,0.4
1746528476.4652598,0.0,0.0,0.0,-0.3618159885225975,0.0,0.4
1746528476.7037625,0.0,0.0,0.0,-0.36044256894091914,0.0,0.4
1746528476.9577994,0.0,0.0,0.0,-0.35907236691917477,0.0,0.4
1746528477.192574,0.0,0.0,0.0,-0.35775553728467646,0.0,0.4
1746528477.4639916,0.0,0.0,0.0,-0.3578279296483745,0.0,0.4
1746528477.7048929,0.0,0.0,0.0,-0.35778586997441764,0.0,0.4
1746528477.9539456,0.0,0.0,0.0,-0.35842384050579595,0.0,0.4
1746528478.1923637,0.0,0.0,0.0,-0.3585677734525884,0.0,0.4
1746528478.463566,0.0,0.0,0.0,-0.35969789622068876,0.0,0.4
1746528478.7037466,0.0,0.0,0.0,-0.35933287639313066,0.0,0.4
1746528478.955184,0.0,0.0,0.0,-0.3589856636264668,0.0,0.4
1746528479.1960115,0.0,0.0,0.0,-0.35853076099146647,0.0,0.4
1746528479.465336,0.0,0.0,0.0,-0.3591212432257242,0.0,0.4
1746528479.7040389,0.0,0.0,0.0,-0.359227677656746,0.0,0.4
1746528479.9557753,0.0,0.0,0.0,-0.35954365818316913,0.0,0.4
1746528480.1954393,0.0,0.0,0.0,-0.36002208900431243,0.0,0.4
1746528480.4653702,0.0,0.0,0.0,-0.3585296115735175,0.0,0.4
1746528480.706631,0.0,0.0,0.0,-0.3565640932926807,0.0,0.4
1746528480.9567995,0.0,0.0,0.0,-0.3545478514786302,0.0,0.4
1746528481.1934226,0.0,0.0,0.0,-0.35196925340055774,0.0,0.4
1746528481.464035,0.0,0.0,0.0,-0.3496478317320102,0.0,0.4
1746528481.704104,0.0,0.0,0.0,-0.34825794593177756,0.0,0.4
1746528481.9546425,0.0,0.0,0.0,-0.3471675449881211,0.0,0.4
1746528482.1933813,0.0,0.0,0.0,-0.34633023095865584,0.0,0.4
1746528482.4652092,0.0,0.0,0.0,-0.34527591911782896,0.0,0.4
1746528482.705454,0.0,0.0,0.0,-0.34373057530149154,0.0,0.4
1746528482.9546785,0.0,0.0,0.0,-0.341930428238416,0.0,0.4
1746528483.1927452,0.0,0.0,0.0,-0.34101334353471574,0.0,0.4
1746528483.4668748,0.0,0.0,0.0,-0.3407322015716482,0.0,0.4
1746528483.703282,0.0,0.0,0.0,-0.3396143075733315,0.0,0.4
1746528483.9553077,0.0,0.0,0.0,-0.33849553342100586,0.0,0.4
1746528484.195549,0.0,0.0,0.0,-0.3381499200860315,0.0,0.4
1746528484.464338,0.0,0.0,0.0,-0.3367782007537739,0.0,0.4
1746528484.7040389,0.0,0.0,0.0,-0.3349851098574236,0.0,0.4
1746528484.9536314,0.0,0.0,0.0,-0.33754143743836285,0.0,0.4
1746528485.1938124,0.0,0.0,0.0,-0.3422080731166389,0.0,0.4
1746528485.4401274,0.0,0.0,0.0,-0.3416031824740344,0.0,0.4
1746528485.7046816,0.0,0.0,0.0,-0.33700730138177315,0.0,0.4
1746528485.9555655,0.0,0.0,0.0,-0.3272099154700073,0.0,0.4
1746528486.195335,0.0,0.0,0.0,-0.31401342390716125,0.0,0.4
1746528486.4396265,0.0,0.0,0.0,-0.2873383274660838,0.0,0.4
1746528486.7036185,0.0,0.0,0.0,-0.25605539851920456,0.0,0.4
1746528486.9562528,0.0,0.0,0.0,-0.22956149037770496,0.0,0.4
1746528487.1955876,0.0,0.0,0.0,-0.20184820406743115,0.0008,0.4
1746528487.4642708,0.0,0.0,0.0,-0.1745953931048144,0.0008,0.4
1746528487.7045252,0.0,0.0,0.0,-0.156594366884876,0.0008,0.4
1746528487.9546196,0.0,0.0,0.0,-0.1458031600796206,0.0008,0.4
1746528488.1910763,0.0,0.0,0.0,-0.1401768817830435,0.0008,0.4
1746528488.4655604,0.0,0.0,0.0,-0.13780521334841372,0.0,0.4
1746528488.7057395,0.0,0.0,0.0,-0.13133115804215692,0.0,0.4
1746528488.958104,0.0,0.0,0.0,-0.11976312005571761,0.0,0.4
1746528489.1981766,0.0,0.0,0.0,-0.10284217787156882,0.0,0.4
1746528489.4663203,0.0,0.0,0.0,-0.07873626881208709,0.0008,0.4
1746528489.7053728,0.0,0.0,0.0,-0.041182853284244945,0.0016,0.4
1746528489.957083,0.0,0.0,0.0,-0.01821417325557678,0.0024000000000000002,0.4
1746528490.1953547,0.0,0.0,0.0,-0.010534065523516833,0.0024000000000000002,0.4
1746528490.4683971,0.0,0.0,0.0,-0.02334842816530744,0.0024000000000000002,0.4
1746528490.703462,0.0,0.0,0.0,-0.025203155884363497,0.0016,0.4
1746528490.9559932,0.0,0.0,0.0,-0.04702058595657342,0.0008,0.4
1746528491.193886,0.0,0.0,0.0,-0.06929423700460997,0.0,0.4
1746528491.4663682,0.0,0.0,0.0,-0.09505409056363204,0.0,0.4
1746528491.704396,0.0,0.0,0.0,-0.11956579520327146,0.0,0.4
1746528491.9567583,0.0,0.0,0.0,-0.15798078987898467,0.0,0.4
1746528492.192561,0.0,0.0,0.0,-0.19203449868229852,0.0,0.4
1746528492.4656708,0.0,0.0,0.0,-0.2162508200878909,0.0,0.4
1746528492.7052264,0.0,0.0,0.0,-0.23025502550011662,0.0,0.4
1746528492.954638,0.0,0.0,0.0,-0.2336918802109666,0.0,0.4
1746528493.1924107,0.0,0.0,0.0,-0.23897818937437307,0.0,0.4
1746528493.466253,0.0,0.0,0.0,-0.24752540716372215,0.0,0.4
1746528493.7055414,0.0,0.0,0.0,-0.27333000888204534,0.0,0.4
1746528493.9576063,0.0,0.0,0.0,-0.30253563196799915,0.0,0.4
1746528494.193391,0.0,0.0,0.0,-0.329020979658535,0.0,0.4
1746528494.4677234,0.0,0.0,0.0,-0.35201242826480994,0.0,0.4
1746528494.7037113,0.0,0.0,0.0,-0.36539591642936714,0.0,0.4
1746528494.952405,0.0,0.0,0.0,-0.3574129772106923,0.0,0.4
1746528495.1981323,0.0,0.0,0.0,-0.32044814168630253,0.0,0.4
1746528495.465746,0.0,0.0,0.0,-0.2817672086917062,0.0,0.4
1746528495.7041106,0.0,0.0,0.0,-0.23512331889493457,0.0,0.4
1746528495.9568427,0.0,0.0,0.0,-0.19256137407244828,0.0,0.4
1746528496.1963189,0.0,0.0,0.0,-0.1448581511725217,0.0,0.4
1746528496.4676533,0.0,0.0,0.0,-0.12167395152575748,0.0,0.4
1746528496.7055259,0.0,0.0,0.0,-0.12090464034492088,0.0,0.4
1746528496.9546695,0.0,0.0,0.0,-0.14318493573982383,0.0,0.4
1746528497.1965504,0.0,0.0,0.0,-0.1685245757059211,0.0,0.4
1746528497.4666893,0.0,0.0,0.0,-0.2028336116656752,0.0,0.4
1746528497.703577,0.0,0.0,0.0,-0.2363039292848872,0.0,0.4
1746528497.955994,0.0,0.0,0.0,-0.2516272817261401,0.0,0.4
1746528498.1928928,0.0,0.0,0.0,-0.2527661959224869,0.0,0.4
1746528498.4653366,0.0,0.0,0.0,-0.25397878860872597,0.0,0.4
1746528498.7053845,0.0,0.0,0.0,-0.25500584756443645,0.0,0.4
1746528498.9555562,0.0,0.0,0.0,-0.256505534074886,0.0,0.4
1746528499.1973236,0.0,0.0,0.0,-0.2576601001271242,0.0,0.4
1746528499.4631114,0.0,0.0,0.0,-0.2587826529101755,0.0,0.4
1746528499.704881,0.0,0.0,0.0,-0.2602595356717245,0.0,0.4
1746528499.9545438,0.0,0.0,0.0,-0.2726055022101453,0.0,0.4
1746528500.1957996,0.0,0.0,0.0,-0.2826756674269475,0.0,0.4
1746528500.4677634,0.0,0.0,0.0,-0.294800525202931,0.0,0.4
1746528500.7056756,0.0,0.0,0.0,-0.3091556516326495,0.0,0.4
1746528500.953356,0.0,0.0,0.0,-0.32556739506267174,0.0,0.4
1746528501.191522,0.0,0.0,0.0,-0.3317205634390092,0.0,0.4
1746528501.4637163,0.0,0.0,0.0,-0.34031678838816376,0.0,0.4
1746528501.7038448,0.0,0.0,0.0,-0.34655113332712906,0.0,0.4
1746528501.9567187,0.0,0.0,0.0,-0.34882007183923125,0.0,0.4
1746528502.194603,0.0,0.0,0.0,-0.34679030230976626,0.0,0.4
1746528502.4676638,0.0,0.0,0.0,-0.34580851712420546,0.0,0.4
1746528502.7039223,0.0,0.0,0.0,-0.34509593675009465,0.0,0.4
1746528502.9568603,0.0,0.0,0.0,-0.3449256136826774,0.0,0.4
1746528503.194849,0.0,0.0,0.0,-0.34548377998052365,0.0,0.4
1746528503.4665506,0.0,0.0,0.0,-0.3477704706383783,0.0,0.4
1746528503.7047703,0.0,0.0,0.0,-0.3478262879239544,0.0,0.4
1746528503.955796,0.0,0.0,0.0,-0.34749459216192025,0.0,0.4
1746528504.1931674,0.0,0.0,0.0,-0.346302800372947,0.0,0.4
1746528504.4663956,0.0,0.0,0.0,-0.34558221707539627,0.0,0.4
1746528504.7041063,0.0,0.0,0.0,-0.3437357787349081,0.0,0.4
1746528504.955722,0.0,0.0,0.0,-0.3426036732998001,0.0,0.4
1746528505.1915069,0.0,0.0,0.0,-0.34277599492269106,0.0,0.4
1746528505.4432988,0.0,0.0,0.0,-0.34430964712386325,0.0,0.4
1746528505.7065136,0.0,0.0,0.0,-0.34519724810482344,0.0,0.4
1746528505.9560332,0.0,0.0,0.0,-0.346807524348002,0.0,0.4
1746528506.195259,0.0,0.0,0.0,-0.3484616837675455,0.0,0.4
1746528506.463685,0.0,0.0,0.0,-0.3476273920863232,0.0,0.4
1746528506.7057486,0.0,0.0,0.0,-0.345391161699202,0.0,0.4
1746528506.9546962,0.0,0.0,0.0,-0.34310817449305764,0.0,0.4
1746528507.192704,0.0,0.0,0.0,-0.3408540665517856,0.0,0.4
1746528507.4647245,0.0,0.0,0.0,-0.33923424668195945,0.0,0.4
1746528507.7034574,0.0,0.0,0.0,-0.33887768578727073,0.0,0.4
1746528507.9557521,0.0,0.0,0.0,-0.33884716036394347,0.0,0.4
1746528508.1905634,0.0,0.0,0.0,-0.3382768698294593,0.0,0.4
1746528508.4660509,0.0,0.0,0.0,-0.3375307134368854,0.0,0.4
1746528508.7060719,0.0,0.0,0.0,-0.33557901041674293,0.0,0.4
1746528508.9557376,0.0,0.0,0.0,-0.3343798376279212,0.0,0.4
1746528509.1923661,0.0,0.0,0.0,-0.33368543644129933,0.0,0.4
1746528509.4661543,0.0,0.0,0.0,-0.33373304426073613,0.0,0.4
1746528509.7046382,0.0,0.0,0.0,-0.33461297251903666,0.0,0.4
1746528509.9547954,0.0,0.0,0.0,-0.3360822777817994,0.0,0.4
1746528510.1920843,0.0,0.0,0.0,-0.3364773296430177,0.0,0.4
1746528510.4659927,0.0,0.0,0.0,-0.33700240450756985,0.0,0.4
1746528510.7056737,0.0,0.0,0.0,-0.3370419999296258,0.0,0.4
1746528510.9581547,0.0,0.0,0.0,-0.3362020127244342,0.0,0.4
1746528511.1951823,0.0,0.0,0.0,-0.3347340077147342,0.0,0.4
1746528511.4659648,0.0,0.0,0.0,-0.3341418197044247,0.0,0.4
1746528511.7051733,0.0,0.0,0.0,-0.3325252901032008,0.0,0.4
1746528511.9548805,0.0,0.0,0.0,-0.3305468275032503,0.0,0.4
1746528512.193339,0.0,0.0,0.0,-0.32884339006872976,0.0,0.4
1746528512.4647074,0.0,0.0,0.0,-0.3257720439098314,0.0,0.4
1746528512.7038066,0.0,0.0,0.0,-0.3212557742568669,0.0,0.4
1746528512.954481,0.0,0.0,0.0,-0.31608866686667114,0.0,0.4
1746528513.1922421,0.0,0.0,0.0,-0.31136477711286153,0.0,0.4
1746528513.4660513,0.0,0.0,0.0,-0.30658944752765566,0.0,0.4
1746528513.7066097,0.0,0.0,0.0,-0.3019499988423975,0.0,0.4
1746528513.9557595,0.0,0.0,0.0,-0.29696726253883643,0.0,0.4
1746528514.1919186,0.0,0.0,0.0,-0.29326338677052394,0.0,0.4
1746528514.4664955,0.0,0.0,0.0,-0.28967292305425724,0.0,0.4
1746528514.7032337,0.0,0.0,0.0,-0.2867799737827694,0.0,0.4
1746528514.9545627,0.0,0.0,0.0,-0.2859653457336845,0.0,0.4
1746528515.1925864,0.0,0.0,0.0,-0.2857825557198143,0.0,0.4
1746528515.465283,0.0,0.0,0.0,-0.28518208854534177,0.0,0.4
1746528515.7057354,0.0,0.0,0.0,-0.2857414418396985,0.0,0.4
1746528515.957465,0.0,0.0,0.0,-0.2871653709050822,0.0,0.4
1746528516.197439,0.0,0.0,0.0,-0.2880924833362718,0.0,0.4
1746528516.4648857,0.0,0.0,0.0,-0.2901154931734162,0.0,0.4
1746528516.7052531,0.0,0.0,0.0,-0.292350843488345,0.0,0.4
1746528516.9579062,0.0,0.0,0.0,-0.2946933388616893,0.0,0.4
1746528517.1959226,0.0,0.0,0.0,-0.2953061394816793,0.0,0.4
1746528517.4660378,0.0,0.0,0.0,-0.2956122185165637,0.0,0.4
1746528517.7042544,0.0,0.0,0.0,-0.29540977474787566,0.0,0.4
1746528517.9588284,0.0,0.0,0.0,-0.2955222929796874,0.0,0.4
1746528518.194165,0.0,0.0,0.0,-0.294759280655278,0.0,0.4
1746528518.4655678,0.0,0.0,0.0,-0.2946788321471197,0.0,0.4
