time_s,pitch_deg,speed,target_speed,pwm_output,altitude_m,latitude,longitude
1711,-0.22,1.14,1.2,0.64,2492.94,18.6002038,14.4488267
1712,-0.27,1.14,1.2,0.62,2481.5,20.3341549,12.5887803
1713,-0.33,1.19,1.2,0.1,2458.27,20.7097834,12.1778767
1714,-0.42,1.25,1.2,0,2461.78,20.0144018,12.9374667
1715,-0.39,1.19,1.2,0.11,2480.11,19.7662712,13.2063992
1716,-0.39,1.15,1.2,0.5,3322.0,18.6782204,14.3696171
1717,-0.39,1.06,1.2,1.42,4203.04,20.7105251,12.1786346
1718,-0.43,0.97,1.2,2.31,5069.73,34.6226588,0.9697803
1719,-0.3,0.96,1.2,2.37,5986.58,34.7017064,1.2558879
1720,-0.31,1.03,1.2,1.71,6787.67,34.325816,1.3287087
1721,-0.25,1.05,1.2,1.47,6709.36,34.3257495,1.3295874
1722,-0.13,1.16,1.2,0.38,6625.37,34.0345662,1.6773048
1723,-0.08,1.3,1.2,0,6530.73,33.488454,2.664064
1724,-0.13,1.36,1.2,0,6418.48,33.4859086,2.5792911
1725,-0.18,1.39,1.2,0,6289.76,32.9465069,3.0283074
1726,-0.22,1.43,1.2,0,6194.46,32.6867202,3.3233916
1727,-0.38,1.46,1.2,0,6099.34,32.1428644,3.8537034
1728,-0.53,1.47,1.2,0,6024.72,32.0811384,4.2485752
1729,-0.68,1.49,1.2,0,5943.62,32.0813137,4.2493531
1730,-0.76,1.51,1.2,0,5960.79,31.8375451,4.4319901
1731,-0.88,1.49,1.2,0,5982.1,31.4750518,4.6683829
1732,-0.95,1.47,1.2,0,5976.21,32.3984923,3.8954877
1733,-1.01,1.43,1.2,0,5916.2,32.3986429,3.8962803
1734,-1.1,1.39,1.2,0,5924.61,31.9933609,4.1900755
1735,-1.18,1.37,1.2,0,5873.05,30.9298412,5.3398264
1736,-1.28,1.33,1.2,0,5927.65,31.6019328,5.0770391
1737,-1.37,1.29,1.2,0,5920.5,31.6272361,4.9543038
1738,-1.49,1.24,1.2,0,6092.17,33.2046296,3.3735589
1739,-1.6,1.18,1.2,0.23,6095.53,31.886315,4.5018327
1740,-1.69,1.1,1.2,1.01,6158.19,33.4897092,2.678457
1741,-1.79,1.06,1.2,1.4,6117.36,31.6523916,4.837149
1742,-1.9,1.05,1.2,1.55,6291.1,32.5632153,3.931145
1743,-1.92,1.02,1.2,1.77,6268.81,32.6029035,3.5191575
1744,-1.91,1.04,1.2,1.64,6370.52,34.4371371,2.1683826
1745,-1.89,1.09,1.2,1.07,6435.26,33.163455,3.3724481
1746,-1.87,1.14,1.2,0.61,6476.21,33.1636258,3.3732895
1747,-1.83,1.17,1.2,0.27,6430.53,33.5151845,3.1109511
1748,-1.85,1.22,1.2,0,6472.46,33.2064363,3.3820147
1749,-1.97,1.24,1.2,0,6514.88,33.7759854,2.3580682
1750,-2.12,1.16,1.2,0.45,6595.84,33.7760388,2.358929
1751,-2.37,0.93,1.2,2.72,6697.9,33.783349,2.4446659
1752,-2.6,0.69,1.2,5.15,6759.52,34.686948,1.391317
1753,-2.68,0.43,1.2,7.65,6821.15,34.6869605,1.3922289
1754,-2.63,0.2,1.2,10.0,7038.97,34.6664537,1.3189631
1755,-2.52,0.04,1.2,11.62,7228.15,34.6664454,1.3198707
1756,-2.27,0.02,1.2,11.81,7221.33,36.8859113,-1.3361938
1757,-1.99,0.01,1.2,11.9,7215.93,37.3589122,-1.8724642
1758,-1.76,0.01,1.2,11.9,7232.37,34.588922,1.0452581
1759,-1.43,0.01,1.2,11.92,7146.53,34.5888359,1.0461499
1760,-1.03,0.01,1.2,11.91,7026.78,34.9022052,0.7564445
1761,-0.57,0.01,1.2,11.91,7086.83,35.6774504,-0.0223323
1762,-0.05,0.01,1.2,11.95,7126.77,35.6773468,-0.0213723
1763,0.42,0.0,1.2,11.96,7126.58,35.4473477,0.2699726
1764,0.78,0.01,1.2,11.94,6994.22,35.160844,0.969029
1765,1.04,0.0,1.2,11.95,6939.85,34.8994511,1.3747904
1766,1.14,0.01,1.2,11.94,6882.47,33.7779314,2.3715353
1767,1.11,0.01,1.2,11.94,6785.43,34.9027397,0.7614805
1768,1.06,0.01,1.2,11.94,6726.15,34.6273607,1.1878961
1769,0.98,0.0,1.2,11.97,6745.4,33.7632947,2.210732
1770,1.0,0.01,1.2,11.95,6725.91,34.0459367,1.880683
1771,1.07,0.01,1.2,11.91,6706.21,34.0572946,1.9589779
1772,1.11,0.07,1.2,11.32,6746.29,34.6232117,1.4596548
1773,1.27,0.16,1.2,10.35,6766.9,34.3437793,1.7086088
1774,1.44,0.24,1.2,9.61,6766.91,34.3437905,1.7094983
1775,1.46,0.32,1.2,8.77,6747.5,34.3438017,1.7103877
1776,1.46,0.43,1.2,7.67,6727.68,34.0573551,1.963336
1777,1.53,0.5,1.2,7.04,6791.52,34.343824,1.7121665
1778,1.47,0.53,1.2,6.69,6833.72,34.0573791,1.965079
1779,1.33,0.59,1.2,6.14,6932.83,35.2589825,0.5276093
1780,1.25,0.63,1.2,5.68,6975.02,34.9499538,0.9043514
1781,1.18,0.63,1.2,5.72,7189.01,35.4787832,0.5218981
1782,1.07,0.66,1.2,5.42,7295.8,34.9498532,0.90619
1783,0.98,0.73,1.2,4.71,7149.9,37.0961355,-1.5997551
1784,0.95,0.81,1.2,3.89,7114.55,36.7670856,-1.1733521
1785,0.9,0.9,1.2,3.04,7103.81,32.8314184,3.1180517
1786,0.83,0.98,1.2,2.18,6980.24,34.9748961,0.9781666
1787,0.79,0.97,1.2,2.26,6793.24,34.7960104,1.637914
1788,0.73,0.94,1.2,2.55,6838.02,35.3552248,1.1134585
1789,0.59,0.86,1.2,3.38,6775.98,34.1073517,2.2226969
1790,0.5,0.65,1.2,5.51,6685.35,33.4887098,2.8321531
1791,0.44,0.45,1.2,7.47,6576.33,34.0822698,2.2191597
1792,0.37,0.31,1.2,8.85,6594.52,33.4848736,2.7421569
1793,0.28,0.14,1.2,10.56,6655.27,33.787457,2.4798125
1794,0.29,0.01,1.2,11.86,6675.2,34.3701287,1.9671358
1795,0.26,0.02,1.2,11.83,6695.43,34.370198,1.9680348
1796,0.24,0.02,1.2,11.84,5263.64,34.3702674,1.9689337
1797,0.25,0.01,1.2,11.9,3791.61,33.7795558,2.3981933
1798,0.28,0.01,1.2,11.92,2319.57,47.478744,19.0599835
1799,0.29,0.01,1.2,11.93,847.52,47.478744,19.0599835
1800,0.3,0.0,1.2,11.99,-583.72,47.478744,19.0599835
1801,0.3,0.0,1.2,12.0,-583.72,47.478744,19.0599835
1802,0.3,0.0,1.2,12.0,-583.72,47.478744,19.0599835
1803,0.3,0.0,1.2,12.0,-583.72,47.478744,19.0599835
1804,0.29,0.0,1.2,12.0,-526.56,47.478744,19.0599835
1805,0.28,0.0,1.2,12.0,-467.74,47.478744,19.0599835
1806,0.28,0.0,1.2,12.0,-402.11,47.4732008,19.0533396
1807,0.36,0.05,1.2,11.52,-325.2,47.4731215,19.0531698
1808,0.47,0.28,1.2,9.22,-242.69,47.4732231,19.0535298
1809,0.58,0.63,1.2,5.72,-232.75,47.4733789,19.0540842
1810,0.56,1.06,1.2,1.4,-224.53,47.4734553,19.0543631
1811,0.47,1.32,1.2,0,-223.18,47.473268,19.0536719
1812,0.24,1.38,1.2,0,-233.16,47.4732652,19.0536722
1813,0.15,1.17,1.2,0.27,-248.78,47.4732624,19.0536726
1814,0.05,0.83,1.2,3.71,-249.04,47.4732596,19.0536729
1815,0.11,0.44,1.2,7.58,-249.31,47.4732568,19.0536732
1816,0.3,0.19,1.2,10.08,-249.57,47.473254,19.0536736
1817,0.45,0.09,1.2,11.05,-249.83,47.4732512,19.0536739
1818,0.41,0.1,1.2,10.96,-250.09,47.4732484,19.0536742
1819,0.39,0.16,1.2,10.43,-250.35,47.4732456,19.0536746
1820,0.38,0.33,1.2,8.67,-250.61,47.4732428,19.0536749
1821,0.31,0.68,1.2,5.23,-250.87,47.47324,19.0536752
1822,0.18,0.92,1.2,2.79,-251.14,47.4732372,19.0536756
1823,0.16,1.03,1.2,1.72,-251.4,47.4732344,19.0536759
1824,0.15,1.26,1.2,0,-251.66,47.4732316,19.0536762
1825,-0.06,1.42,1.2,0,-251.92,47.4732288,19.0536766
1826,-0.22,1.27,1.2,0,-252.18,47.473226,19.0536769
1827,-0.17,1.12,1.2,0.81,-252.44,47.4732232,19.0536772
1828,-0.09,1.2,1.2,0,-252.7,47.4732204,19.0536776
1829,-0.13,1.27,1.2,0,-252.97,47.4732176,19.0536779
1830,-0.12,1.07,1.2,1.27,-253.23,47.4732148,19.0536782
1831,-0.22,1.06,1.2,1.37,-253.49,47.473212,19.0536786
1832,-0.36,1.19,1.2,0.08,-253.75,47.4732092,19.0536789
1833,-0.6,1.3,1.2,0,-254.01,47.4732064,19.0536792
1834,-0.76,1.29,1.2,0,-254.27,47.4732036,19.0536796
1835,-0.82,1.29,1.2,0,-254.53,47.4732008,19.0536799
1836,-0.79,1.21,1.2,0,-254.8,47.473198,19.0536802
1837,-0.79,1.26,1.2,0,-255.06,47.4731952,19.0536806
1838,-0.73,1.33,1.2,0,-255.32,47.4731924,19.0536809
1839,-0.75,1.33,1.2,0,-255.58,47.4731896,19.0536812
1840,-0.78,1.36,1.2,0,-255.84,47.4731868,19.0536816
1841,-0.89,1.29,1.2,0,-256.1,47.473184,19.0536819
1842,-0.85,1.07,1.2,1.27,-256.36,47.4731812,19.0536822
1843,-0.91,0.69,1.2,5.14,-256.63,47.4731784,19.0536826
1844,-0.85,0.33,1.2,8.7,-256.89,47.4731756,19.0536829
1845,-0.78,0.13,1.2,10.75,-257.15,47.4731728,19.0536832
1846,-0.68,0.18,1.2,10.24,-257.41,47.47317,19.0536836
1847,-0.65,0.11,1.2,10.85,-257.67,47.4731672,19.0536839
1848,-0.54,0.24,1.2,9.62,-225.44,47.4731644,19.0536842
1849,-0.47,0.39,1.2,8.08,-374.45,47.4731616,19.0536846
1850,-0.3,0.6,1.2,6.01,-490.21,47.4735658,19.0550983
1851,-0.22,0.86,1.2,3.36,-605.96,47.4714543,19.0472619
1852,-0.36,1.12,1.2,0.81,-721.7,47.4718445,19.0486944
1853,-0.52,1.09,1.2,1.05,-869.92,47.4718428,19.0486946
1854,-0.64,1.17,1.2,0.31,-836.9,47.4718412,19.0486948
1855,-0.9,1.27,1.2,0,-837.1,47.4718395,19.0486951
1856,-1.14,1.21,1.2,0,-837.31,47.4718378,19.0486953
1857,-1.24,1.26,1.2,0,-837.52,47.4718362,19.0486956
1858,-1.32,1.45,1.2,0,-837.73,47.4718345,19.0486958
1859,-1.48,1.48,1.2,0,-874.61,47.4718329,19.0486961
1860,-1.63,1.43,1.2,0,-911.49,47.4718312,19.0486963
1861,-1.68,1.52,1.2,0,-948.37,47.471398,19.0471262
1862,-1.65,1.58,1.2,0,-985.25,47.4713954,19.047127
1863,-1.69,1.63,1.2,0,-1022.13,47.4713927,19.0471279
1864,-1.66,1.73,1.2,0,-1022.33,47.47139,19.0471288
1865,-1.66,1.85,1.2,0,-1022.53,47.4713874,19.0471297
1866,-1.74,1.87,1.2,0,-992.34,47.4713847,19.0471306
1867,-1.94,1.91,1.2,0,-922.86,47.471382,19.0471315
1868,-2.19,2.01,1.2,0,-819.93,47.4717406,19.0484612
1869,-2.51,2.11,1.2,0,-688.11,47.4721969,19.0501595
1870,-2.77,2.03,1.2,0,-547.41,47.472588,19.0516433
1871,-3.07,1.81,1.2,0,-469.79,47.4729197,19.0529142
1872,-3.12,1.61,1.2,0,-463.24,47.4730222,19.0533144
1873,-3.08,1.47,1.2,0,-494.12,47.4726369,19.0519003
1874,-3.13,1.33,1.2,0,-563.43,47.472271,19.0505369
1875,-3.01,1.39,1.2,0,-573.38,47.4722226,19.050345
1876,-2.95,1.59,1.2,0,-520.79,47.4721085,19.0499287
1877,-2.99,1.71,1.2,0,-405.56,47.4729025,19.0529038
1878,-3.0,1.73,1.2,0,-283.26,47.4732437,19.0541912
1879,-2.8,1.79,1.2,0,-152.13,47.4735986,19.0555331
1880,-2.78,1.79,1.2,0,-93.94,47.4736321,19.0556715
1881,-2.65,1.71,1.2,0,-78.42,47.4736208,19.0556389
1882,-2.57,1.69,1.2,0,-98.69,47.473562,19.0554335
1883,-2.59,1.62,1.2,0,-123.5,47.4734107,19.0548882
1884,-2.68,1.52,1.2,0,-164.75,47.4733504,19.0546731
1885,-2.71,1.52,1.2,0,-248.46,47.4733316,19.0546156
1886,-2.76,1.61,1.2,0,-360.87,47.4731317,19.0538742
1887,-2.86,1.62,1.2,0,-481.67,47.4725842,19.0518302
1888,-2.87,1.66,1.2,0,-627.98,47.472102,19.0500271
1889,-2.9,1.66,1.2,0,-757.12,47.471946,19.0494558
1890,-2.92,1.63,1.2,0,-839.09,47.4716353,19.0482952
1891,-2.9,1.54,1.2,0,-879.55,47.4716325,19.0482958
1892,-2.81,1.51,1.2,0,-914.55,47.4716298,19.0482964
1893,-2.75,1.49,1.2,0,-836.04,47.4716271,19.048297
1894,-2.72,1.5,1.2,0,-694.37,47.4715321,19.0479412
1895,-2.64,1.51,1.2,0,-529.6,47.4725273,19.051693
1896,-2.6,1.51,1.2,0,-376.91,47.4732514,19.0544128
1897,-2.52,1.51,1.2,0,-221.02,47.473518,19.0554135
1898,-2.61,1.47,1.2,0,-167.12,47.4733794,19.0548971
1899,-2.51,1.26,1.2,0,-198.1,47.4733232,19.054694
1900,-2.59,1.14,1.2,0.58,-257.78,47.4731444,19.0540312
1901,-2.56,1.03,1.2,1.66,-297.31,47.4728961,19.0530987
1902,-2.54,1.03,1.2,1.72,-324.81,47.4728306,19.0528597
1903,-2.37,1.11,1.2,0.91,-336.16,47.4729206,19.0532126
1904,-2.42,1.26,1.2,0,-324.36,47.473004,19.0535368
1905,-2.51,1.16,1.2,0.42,-304.98,47.4730103,19.0535664
1906,-2.54,0.99,1.2,2.09,-295.59,47.4730249,19.0536295
1907,-2.53,0.93,1.2,2.69,-298.68,47.4730455,19.0537128
1908,-2.58,0.96,1.2,2.45,-307.54,47.4730226,19.053628
1909,-2.79,1.04,1.2,1.63,-318.02,47.4729613,19.0534124
1910,-2.8,1.11,1.2,0.86,-329.88,47.472902,19.0531862
1911,-2.94,1.07,1.2,1.32,-339.74,47.4728957,19.0531708
1912,-3.08,0.96,1.2,2.38,-343.03,47.4729008,19.053198
1913,-3.13,0.82,1.2,3.85,-341.67,47.4728998,19.0531991
1914,-2.95,0.64,1.2,5.55,-340.13,47.472914,19.0532552
1915,-2.75,0.63,1.2,5.71,-339.45,47.4729093,19.0532393
1916,-2.61,0.8,1.2,3.99,-337.73,47.4729079,19.0532446
1917,-2.58,0.78,1.2,4.24,-340.09,47.4729037,19.0532324
1918,-2.56,0.69,1.2,5.13,-341.85,47.4729139,19.0532796
1919,-2.48,0.66,1.2,5.4,-343.31,47.472882,19.0531651
1920,-2.52,0.72,1.2,4.83,-345.52,47.4728831,19.0531735
1921,-2.57,0.63,1.2,5.71,-349.8,47.4728845,19.0531872
1922,-2.52,0.55,1.2,6.48,-355.75,47.4728706,19.0531425
1923,-2.44,0.57,1.2,6.31,-367.51,47.4728585,19.0531044
1924,-2.36,0.71,1.2,4.91,-310.92,47.4728096,19.052918
1925,-2.23,0.9,1.2,3.01,-265.96,47.4727447,19.0526757
1926,-2.21,1.13,1.2,0.67,-219.03,47.4735144,19.0555928
1927,-2.29,1.39,1.2,0,-164.97,47.4733691,19.0550463
1928,-2.38,1.37,1.2,0,-99.98,47.473375,19.0550785
1929,-2.39,1.2,1.2,0.0,-99.45,47.4733988,19.055186
1930,-2.46,1.0,1.2,2.03,-80.01,47.4734558,19.0554074
1931,-2.27,0.74,1.2,4.56,-60.06,47.4735024,19.0555844
1932,-2.13,0.67,1.2,5.25,-43.22,47.4735684,19.0558437
1933,-1.94,0.59,1.2,6.11,-30.79,47.4735841,19.0559037
1934,-1.84,0.66,1.2,5.43,-21.11,47.4735778,19.0558852
1935,-1.76,0.48,1.2,7.2,-18.58,47.4735788,19.0559049
1936,-1.71,0.54,1.2,6.59,-18.01,47.4735947,19.0559629
1937,-1.76,0.45,1.2,7.55,-17.41,47.4735808,19.0559205
1938,-1.75,0.5,1.2,6.98,-17.0,47.473575,19.0558977
1939,-1.98,0.57,1.2,6.28,-17.8,47.4735701,19.0558821
1940,-2.13,0.63,1.2,5.69,-17.75,47.4735783,19.0559123
1941,-2.19,0.63,1.2,5.69,-17.73,47.473579,19.0559248
1942,-2.2,0.78,1.2,4.24,-17.11,47.4735784,19.0559259
1943,-2.27,0.82,1.2,3.77,-17.33,47.4735723,19.0559069
1944,-2.24,0.62,1.2,5.78,-17.46,47.4735729,19.0559169
1945,-2.13,0.69,1.2,5.1,-17.17,47.4735689,19.0559108
1946,-2.29,0.76,1.2,4.35,-15.93,47.47357,19.0559253
1947,-2.28,0.73,1.2,4.69,-14.58,47.4735757,19.0559452
1948,-2.38,0.84,1.2,3.58,-12.93,47.4735795,19.0559634
1949,-2.41,0.98,1.2,2.22,-11.62,47.4735828,19.0559831
1950,-2.55,0.96,1.2,2.42,-10.95,47.4735835,19.0559849
1951,-2.51,0.81,1.2,3.93,-10.62,47.4735862,19.0560015
1952,-2.47,0.7,1.2,5.04,-10.4,47.4735827,19.0559954
1953,-2.29,0.5,1.2,7.0,-11.51,47.4735887,19.0560057
1954,-2.04,0.42,1.2,7.81,-14.03,47.4735906,19.0560149
1955,-1.74,0.32,1.2,8.81,-16.13,47.4735767,19.055966
1956,-1.5,0.28,1.2,9.22,-18.11,47.4735596,19.0559047
1957,-1.14,0.26,1.2,9.36,-19.48,47.4735612,19.055913
1958,-0.99,0.41,1.2,7.89,-18.59,47.4735619,19.0559204
1959,-1.09,0.66,1.2,5.43,-15.46,47.473571,19.055961
1960,-1.49,0.81,1.2,3.95,-11.74,47.4735895,19.0560234
1961,-1.8,0.89,1.2,3.09,-7.65,47.4736003,19.0560594
1962,-2.26,1.04,1.2,1.6,-3.88,47.473609,19.0560917
1963,-2.76,1.11,1.2,0.89,-0.73,47.4736167,19.0561217
1964,-3.08,1.09,1.2,1.05,2.01,47.4736218,19.0561471
1965,-3.14,1.28,1.2,0,4.19,47.4736293,19.0561748
1966,-3.26,1.43,1.2,0,5.7,47.4736397,19.0561991
1967,-3.42,1.29,1.2,0,6.94,47.4736473,19.0562197
1968,-3.31,1.25,1.2,0,8.13,47.4736489,19.0562276
1969,-3.34,1.23,1.2,0,9.27,47.4736585,19.0562465
1970,-3.31,1.01,1.2,1.89,10.54,47.4736621,19.0562664
1971,-3.33,0.78,1.2,4.17,11.87,47.4736627,19.0562804
1972,-3.26,0.75,1.2,4.5,12.89,47.4736701,19.0562993
1973,-3.26,0.75,1.2,4.49,13.48,47.4736712,19.0563014
1974,-3.17,0.79,1.2,4.06,13.75,47.4736722,19.0563035
1975,-3.11,0.98,1.2,2.18,13.71,47.4736733,19.0563057
1976,-3.09,1.28,1.2,0,13.67,47.4736744,19.0563078
1977,-3.19,1.33,1.2,0,13.63,47.4736755,19.0563099
1978,-3.32,1.1,1.2,1.0,13.59,47.4736766,19.056312
1979,-3.39,0.77,1.2,4.34,13.55,47.4736776,19.0563142
1980,-3.37,0.53,1.2,6.72,13.51,47.4736787,19.0563163
1981,-3.33,0.43,1.2,7.65,13.47,47.4736798,19.0563184
1982,-3.24,0.44,1.2,7.6,13.43,47.4736809,19.0563206
1983,-3.18,0.45,1.2,7.53,13.38,47.473682,19.0563227
1984,-3.11,0.45,1.2,7.52,13.34,47.473683,19.0563248
1985,-3.03,0.42,1.2,7.8,13.3,47.4736841,19.0563269
1986,-2.92,0.4,1.2,7.99,13.26,47.4736852,19.0563291
1987,-2.8,0.61,1.2,5.87,13.22,47.4736863,19.0563312
1988,-2.82,1.01,1.2,1.94,13.18,47.4736874,19.0563333
1989,-2.92,1.26,1.2,0,13.14,47.4736884,19.0563355
1990,-3.04,1.44,1.2,0,13.1,47.4736895,19.0563376
1991,-3.13,1.59,1.2,0,13.06,47.4736906,19.0563397
1992,-3.23,1.61,1.2,0,13.01,47.4736917,19.0563418
1993,-3.25,1.54,1.2,0,12.97,47.4736927,19.056344
1994,-3.37,1.53,1.2,0,12.93,47.4736938,19.0563461
1995,-3.58,1.53,1.2,0,12.89,47.4736949,19.0563482
1996,-3.86,1.47,1.2,0,12.85,47.473696,19.0563503
1997,-4.31,1.43,1.2,0,12.81,47.4736971,19.0563525
1998,-4.87,1.39,1.2,0,12.77,47.4736981,19.0563546
1999,-5.23,1.44,0.8,0,12.73,47.4736992,19.0563567
2000,-5.62,1.43,0.8,0,12.69,47.4737003,19.0563589
2001,-5.97,1.46,0.8,0,12.65,47.4737014,19.056361
2002,-6.13,1.5,0.8,0,12.6,47.4737025,19.0563631
2003,-6.09,1.5,0.8,0,12.56,47.4737035,19.0563652
2004,-6.02,1.5,0.8,0,12.52,47.4737046,19.0563674
2005,-5.93,1.54,0.8,0,12.48,47.4737057,19.0563695
2006,-5.85,1.42,0.8,0,12.44,47.4737068,19.0563716
2007,-5.82,1.28,0.8,0,12.4,47.4737079,19.0563738
2008,-5.81,1.19,0.8,0,12.36,47.4737089,19.0563759
2009,-5.77,1.18,0.8,0,12.32,47.47371,19.056378
2010,-5.56,1.18,0.8,0,12.28,47.4737111,19.0563801
2011,-5.15,1.24,0.8,0,12.23,47.4737122,19.0563823
2012,-4.64,1.32,1.2,0,12.2,47.4737133,19.0563844
2013,-4.22,1.41,1.2,0,12.18,47.4737143,19.0563865
2014,-3.9,1.37,1.2,0,12.16,47.4737143,19.0563865
2015,-3.71,1.38,1.2,0,12.15,47.4737143,19.0563865
2016,-3.75,1.45,1.2,0,12.15,47.4737143,19.0563865
2017,-3.87,1.35,1.2,0,12.15,47.4737143,19.0563865
2018,-3.77,1.28,1.2,0,12.15,47.4737143,19.0563865
2019,-3.7,1.29,1.2,0,12.15,47.4737143,19.0563865
2020,-3.6,1.23,1.2,0,12.15,47.4737143,19.0563865
2021,-3.45,1.11,1.2,0.91,12.15,47.4737143,19.0563865
2022,-3.26,1.08,1.2,1.24,12.15,47.4737143,19.0563865
2023,-3.25,1.02,1.2,1.78,12.15,47.4737143,19.0563865
2024,-3.21,1.05,1.2,1.46,12.15,47.4737143,19.0563865
2025,-3.15,1.11,1.2,0.94,12.15,47.4737143,19.0563865
2026,-3.17,1.17,1.2,0.3,12.15,47.4737143,19.0563865
2027,-3.16,1.27,1.2,0,12.15,47.4737143,19.0563865
2028,-3.1,1.37,1.2,0,12.15,47.4737143,19.0563865
2029,-3.12,1.36,1.2,0,12.15,47.4737143,19.0563865
2030,-3.17,1.33,1.2,0,12.15,47.4737143,19.0563865
2031,-3.12,1.29,1.2,0,12.15,47.4737143,19.0563865
2032,-3.04,1.24,1.2,0,12.15,47.4737143,19.0563865
2033,-2.93,1.2,1.2,0.05,12.15,47.4737143,19.0563865
2034,-2.76,1.19,1.2,0.08,12.15,47.4737143,19.0563865
2035,-2.55,1.19,1.2,0.05,12.15,47.4737143,19.0563865
2036,-2.41,1.2,1.2,0,12.15,47.4737143,19.0563865
2037,-2.35,1.22,1.2,0,12.15,47.4737143,19.0563865
2038,-2.34,1.23,1.2,0,12.15,47.4737143,19.0563865
2039,-2.39,1.19,1.2,0.12,12.15,47.4737143,19.0563865
2040,-2.45,1.21,1.2,0,12.15,47.4737143,19.0563865
2041,-2.48,1.2,1.2,0,12.15,47.4737143,19.0563865
2042,-2.53,1.2,1.2,0,12.15,47.4737143,19.0563865
2043,-2.55,1.17,1.2,0.31,12.15,47.4737143,19.0563865
2044,-2.51,1.12,1.2,0.76,12.15,47.4737143,19.0563865
2045,-2.53,1.04,1.2,1.65,12.15,47.4737143,19.0563865
2046,-2.53,0.99,1.2,2.05,12.15,47.4737143,19.0563865
2047,-2.55,1.04,1.2,1.6,12.15,47.4737143,19.0563865
2048,-2.61,1.12,1.2,0.83,12.15,47.4737143,19.0563865
2049,-2.59,1.21,1.2,0,12.15,47.4737143,19.0563865
2050,-2.5,1.32,1.2,0,12.15,47.4737143,19.0563865
2051,-2.42,1.4,1.2,0,12.15,47.4737143,19.0563865
2052,-2.33,1.42,1.2,0,12.15,47.4737143,19.0563865
2053,-2.25,1.39,1.2,0,12.15,47.4737143,19.0563865
2054,-2.27,1.3,1.2,0,12.15,47.4737143,19.0563865
2055,-2.25,1.15,1.2,0.54,12.15,47.4737143,19.0563865
2056,-2.38,1.13,1.2,0.67,12.15,47.4737143,19.0563865
2057,-2.4,0.99,1.2,2.09,12.15,47.4737143,19.0563865
2058,-2.36,0.98,1.2,2.23,12.15,47.4737143,19.0563865
2059,-2.37,1.13,1.2,0.71,12.15,47.4737143,19.0563865
2060,-2.58,1.12,1.2,0.84,12.15,47.4737143,19.0563865
2061,-2.5,1.07,1.2,1.28,12.15,47.4737143,19.0563865
2062,-2.61,1.13,1.2,0.69,12.15,47.4737143,19.0563865
2063,-2.57,1.05,1.2,1.51,12.15,47.4737143,19.0563865
2064,-2.59,0.99,1.2,2.12,12.15,47.4737143,19.0563865
2065,-2.38,1.11,1.2,0.92,12.15,47.4737143,19.0563865
2066,-2.41,1.08,1.2,1.2,12.15,47.4737143,19.0563865
2067,-2.31,1.17,1.2,0.33,12.15,47.4737143,19.0563865
2068,-2.52,1.23,1.2,0,12.15,47.4737143,19.0563865
2069,-2.47,1.3,1.2,0,12.15,47.4737143,19.0563865
2070,-2.55,1.44,1.2,0,12.15,47.4737143,19.0563865
2071,-2.47,1.62,1.2,0,12.15,47.4737143,19.0563865
2072,-2.54,1.55,1.2,0,12.15,47.4737143,19.0563865
2073,-2.41,1.44,1.2,0,12.15,47.4737143,19.0563865
2074,-2.3,1.4,1.2,0,12.15,47.4737143,19.0563865
2075,-2.26,1.32,1.2,0,12.15,47.4737143,19.0563865
2076,-2.25,1.21,1.2,0,12.15,47.4737143,19.0563865
2077,-2.13,1.24,1.2,0,12.15,47.4737143,19.0563865
2078,-2.14,1.5,1.2,0,12.15,47.4737143,19.0563865
2079,-2.26,1.56,1.2,0,12.15,47.4737143,19.0563865
2080,-2.31,1.58,1.2,0,12.15,47.4737143,19.0563865
2081,-2.4,1.65,1.2,0,12.15,47.4737143,19.0563865
2082,-2.52,1.69,1.2,0,12.15,47.4737143,19.0563865
2083,-2.6,1.62,1.2,0,12.15,47.4737143,19.0563865
2084,-2.66,1.55,1.2,0,12.15,47.4737143,19.0563865
2085,-2.66,1.5,1.2,0,12.15,47.4737143,19.0563865
2086,-2.63,1.48,1.2,0,12.15,47.4737143,19.0563865
2087,-2.6,1.46,1.2,0,12.15,47.4737143,19.0563865
2088,-2.49,1.44,1.2,0,12.15,47.4737143,19.0563865
2089,-2.4,1.46,1.2,0,12.15,47.4737143,19.0563865
2090,-2.42,1.46,1.2,0,12.15,47.4737143,19.0563865
2091,-2.48,1.44,1.2,0,12.15,47.4737143,19.0563865
2092,-2.58,1.43,1.2,0,12.15,47.4737143,19.0563865
2093,-2.58,1.42,1.2,0,12.15,47.4737143,19.0563865
2094,-2.31,1.25,1.2,0,12.15,47.4737143,19.0563865
2095,-1.98,1.08,1.2,1.19,12.15,47.4737143,19.0563865
2096,-1.61,0.91,1.2,2.88,12.15,47.4737143,19.0563865
2097,-1.33,0.8,1.2,3.95,12.15,47.4737143,19.0563865
2098,-1.29,0.57,1.2,6.26,12.15,47.4737143,19.0563865
2099,-1.54,0.64,1.2,5.64,12.15,47.4737143,19.0563865
2100,-2.09,0.54,1.2,6.65,12.15,47.4737143,19.0563865
2101,-2.55,0.42,1.2,7.78,12.15,47.4737143,19.0563865
2102,-2.67,0.38,1.2,8.15,12.15,47.4737143,19.0563865
2103,-2.65,0.61,1.2,5.9,12.15,47.4737143,19.0563865
